"Item","Category","Selection Scope","Manufacturer","Manufacturer Part Number","Preferred Distributor","Preferred Distributor Ordering Code","Alternate Distributor","Alternate Distributor Ordering Code","Lifecycle","Stock Status","RoHS","Second Source","Approved Alternate","Approved Alternate Vendor Code","Freeze Status","Sourcing Risk","Requirement Trace Reference","Risk","Review Date"
"04_Safety_Inputs/R422","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R423","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R424","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R425","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R426","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R427","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R428","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R429","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R430","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R431","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R432","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R433","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R434","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R435","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R436","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R437","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R438","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R439","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R440","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R441","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R442","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R443","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R444","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R445","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R446","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R447","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R448","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R449","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R450","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R451","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R452","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R453","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R454","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R455","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R456","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R457","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R458","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R459","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R460","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R461","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R462","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R463","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/R464","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/C501","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/C502","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/C503","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/C504","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/C505","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/C506","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/C507","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/C508","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/C509","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R501","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R502","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R503","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R504","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R505","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R506","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R507","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R508","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R509","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R510","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R511","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R512","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R513","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R514","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/R515","Passives","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
